Id,VIN,Model,MSRP,CreateDate
10613,WP0AB2A80HS285216,2017 Porsche 718 Cayman S,83590,2017-05-04 11:55:26.360000000
10614,WP1AC2A28GLA86169,2016 Porsche Cayenne Turbo S,173730,2017-05-04 13:29:22.123000000
10615,WP1AA2A20CLA10669,2012 Porsche Cayenne Tip E2 I,63495,2017-05-04 15:59:37.583000000
10616,WP0CA29943S652295,2003 Porsche Carrera Cabriolet,120360,2017-05-04 16:12:16.493000000
10617,WP0AB298X8U780144,2008 Porsche Cayman S,71385,2017-05-04 18:17:15.803000000
10618,WP1AD2A24DLA76361,2013 Porsche Cayenne GTS,99450,2017-05-04 18:17:59.153000000
10619,WP1AB29P04LA63306,2004 Porsche Cayenne S,60205,2017-05-04 18:53:15.307000000
10620,WP0CB29813U660377,2003 Porsche Boxster S,64775,2017-05-04 19:41:59.603000000
10621,WP0AB2A93GS123426,2016 Porsche 911 Carrera GTS,119360,2017-05-04 20:18:26.733000000
10622,WP1AB2A50HLB19597,2017 Porsche Macan S,67920,2017-05-04 20:19:35.820000000
10623,WP1AD29PX9LA61287,2009 Porsche Cayenne GTS Tiptronic,85770,2017-05-04 22:43:17.737000000
10624,WP1AA2A24CLA09444,2012 Porsche Cayenne Tip E2 I,70005,2017-05-04 23:04:11.693000000
10625,WP0AB2A91ES123020,2014 Porsche 911 Carrera 4S,144140,2017-05-04 23:40:01.007000000
10626,WP0CB2A99FS155403,2015 Porsche 911 Carrera 4 GTS Cabriolet,150960,2017-05-04 23:46:20.570000000
10627,WP0AA29912S622239,2002 Porsche 911 Carrera Coupe,77755,2017-05-04 23:50:24.457000000
10628,WP0BB2A90ES133154,2014 Porsche 911 Targa 4S,143235,2017-05-04 23:52:35.823000000
10629,WP0CB2A91CS754789,2012 Porsche Carrera C4S Cabriolet,122530,2017-05-05 01:15:53.757000000
10630,WP0CB2A82ES140750,2014 Porsche Boxster S,76585,2017-05-05 01:39:49.460000000
10631,WP0AA2A87FK160813,2015 Porsche Cayman,63260,2017-05-05 01:44:17.983000000
10632,WP0AA2A90HS108094,2017 Porsche 911 Carrera,114015,2017-05-05 03:23:12.680000000
10633,WP0AB29932S685856,2002 Porsche 911 Turbo Coupe,131145,2017-05-05 03:45:51.680000000
10634,WP0AB2A7XBL060195,2011 Porsche Panamera 4S,106860,2017-05-05 13:40:14.490000000
10635,WP1AD29P88LA73646,2008 Porsche Cayenne GTS Tiptronic,81590,2017-05-05 16:32:44.563000000
10636,WP0AC2A84GK192436,2016 Porsche Cayman GT4,92155,2017-05-05 17:57:11.563000000
10637,WP0AC2A85GK197306,2016 Porsche Cayman GT4,95090,2017-05-05 18:00:44.067000000
10638,WP0CB2A89DS133955,2013 Porsche Boxster S,74485,2017-05-05 18:21:42.593000000
10639,WP0AC2A83GK197868,2016 Porsche Cayman GT4,97275,2017-05-05 18:34:08.883000000
10640,WP0AC2A89GK192707,2016 Porsche Cayman GT4,109995,2017-05-05 18:37:58.053000000
10641,WP0CB2A8XGS140630,2016 Porsche Boxster GTS,89425,2017-05-05 18:45:46.660000000
10642,WP1AC2A29ELA87456,2014 Porsche Cayenne Turbo S,159130,2017-05-05 18:53:35.200000000
10643,WP0AB2A87GK185581,2016 Porsche Cayman GTS,79970,2017-05-05 18:56:44.023000000
10644,WP0AA29993S621535,2003 Porsche 911 Carrera Coupe,78850,2017-05-05 21:44:34.757000000
10645,WP0AB29943S686533,2003 Porsche 911 Turbo Coupe,127440,2017-05-05 22:30:37.927000000
10646,WP0CB2A95HS156115,2017 Porsche 911 Carrera S Cabriolet,135135,2017-05-05 22:45:35.800000000
10647,WP0CA2A90HS142528,2017 Porsche 911 Carrera Cabriolet,126820,2017-05-05 22:46:10.083000000
10648,WP0AC2A82GK191074,2016 Porsche Cayman GT4,95950,2017-05-05 22:50:39.267000000
10649,WP0AC2A88GK191175,2016 Porsche Cayman GT4,96610,2017-05-05 23:06:02.320000000
10650,WP0CB2A97AS754311,2010 Porsche Carrera S Cabriolet,114345,2017-05-06 00:23:55.127000000
10651,WP0AD2A99AS766106,2010 Porsche 911 Turbo Coupe,155075,2017-05-06 00:26:31.910000000
10652,WP0AD2A90ES166760,2014 Porsche 911 Turbo,161185,2017-05-06 00:28:25.240000000
10653,WP0AB2A9XDS121698,2013 Porsche The new 911 Carrera S,109390,2017-05-06 00:58:18.400000000
10654,WP1AC2A25FLA80599,2015 Porsche Cayenne Turbo,126860,2017-05-06 01:09:18.713000000
10655,WP0AD2A90DS766225,2013 Porsche 911 Turbo S,172550,2017-05-06 02:46:27.617000000
10656,WP0AA2A87EK172460,2014 Porsche Cayman,63385,2017-05-06 09:58:38.417000000
10657,WP1AA2A26ELA05592,2014 Porsche Cayenne Tiptronic,70310,2017-05-06 11:37:04.977000000
10658,WP0CA2A82DS110097,2013 Porsche Boxster,55810,2017-05-06 11:59:25.817000000
10659,WP0CA2A83DS113283,2013 Porsche Boxster,52725,2017-05-06 12:01:12.913000000
10660,WP1AD2A24ELA77463,2014 Porsche Cayenne GTS,102220,2017-05-06 12:31:02.600000000
10661,WP1AD2A26ELA76640,2014 Porsche Cayenne GTS,109415,2017-05-06 12:36:36.780000000
10662,WP1AD2A27ELA73214,2014 Porsche Cayenne GTS,104285,2017-05-06 12:42:02.790000000
10663,WP1AD2A28ELA77773,2014 Porsche Cayenne GTS,99330,2017-05-06 12:49:20.937000000
10664,WP1AD2A26DLA75017,2013 Porsche Cayenne GTS,110540,2017-05-06 12:50:46.783000000
10665,WP0AD2A98DS766182,2013 Porsche 911 Turbo S,171850,2017-05-06 13:22:35.620000000
10666,WP0CB2A98FS154419,2015 Porsche 911 Carrera GTS Cabriolet,144990,2017-05-06 13:35:09.387000000
10667,WP0AA2A89FK162823,2015 Porsche Cayman,75575,2017-05-06 15:05:16.873000000
10668,WP1AB2A22CLA49910,2012 Porsche Cayenne S,76700,2017-05-06 16:34:36.670000000
10669,WP0CD29908S788521,2008 Porsche 911 Turbo Cabriolet,147065,2017-05-06 16:45:15.780000000
10670,WP0CB2A93ES154990,2014 Porsche 911 Carrera S Cabriolet,137845,2017-05-06 17:07:07.280000000
10671,WP0CD29989S773847,2009 Porsche 911 Turbo Cabriolet,147530,2017-05-06 20:31:27.220000000
10672,WP0AD2A92FS160072,2015 Porsche 911 Turbo,174795,2017-05-06 20:36:43.190000000
10673,WP0AD2A90ES166600,2014 Porsche 911 Turbo,159010,2017-05-06 20:41:38.397000000
10674,WP0BB2A98GS136239,2016 Porsche 911 Targa 4S,165150,2017-05-06 20:48:36.693000000
10675,WP0CB29998S776034,2008 Porsche Carrera S Cabriolet,104260,2017-05-06 22:07:13.773000000
10676,WP0AA29987S710485,2007 Porsche Carrera Coupe,79145,2017-05-06 22:15:54.860000000
10677,WP0CB29967S775289,2007 Porsche Carrera C4S Cabriolet,105110,2017-05-06 23:11:49.300000000
10678,WP0AB29996S740798,2006 Porsche Carrera S Coupe,95560,2017-05-06 23:25:40.810000000
10679,WP0AA2A87CS760078,2012 Porsche Cayman,62680,2017-05-07 00:09:13.073000000
10680,WP0AA29838U760479,2008 Porsche Cayman,54035,2017-05-07 00:52:55.463000000
10681,WP0AB29997S731679,2007 Porsche Carrera S Coupe,94575,2017-05-07 00:57:52.493000000
10682,WP0AB29906S740348,2006 Porsche Carrera S Coupe,96400,2017-05-07 01:48:19.683000000
10683,WP0AC299X7S792973,2007 Porsche 911 GT3,132160,2017-05-07 02:05:32.623000000
10684,WP0AB2A98DS123174,2013 Porsche 911 Carrera 4S,129370,2017-05-07 11:44:56.413000000
10685,WP0AD2A94CS766128,2012 Porsche 911 Turbo Coupe,145795,2017-05-07 12:01:31.637000000
10686,WP0AB29896U782707,2006 Porsche Cayman S,74755,2017-05-07 14:25:18.033000000
10687,WP0CD29919S773608,2009 Porsche 911 Turbo Cabriolet,144255,2017-05-07 14:41:09.230000000
10688,WP0BA2A99GS132087,2016 Porsche 911 Targa 4,115235,2017-05-07 16:24:30.563000000
10689,WP0AB29906S743900,2006 Porsche Carrera S Coupe,86565,2017-05-07 17:59:49.417000000
10690,WP0AD2A92GS166293,2016 Porsche 911 Turbo S,192945,2017-05-07 18:24:27.777000000
10691,WP0CB2A90DS155299,2013 Porsche 911 Carrera S Cabriolet,129990,2017-05-07 18:25:31.230000000
10692,WP0AB2A77BL061322,2011 Porsche Panamera 4S,112350,2017-05-07 19:43:42.620000000
10693,WP0AB2A73AL062207,2010 Porsche Panamera 4S,125230,2017-05-07 19:46:24.467000000
10694,WP0AB29923S685753,2003 Porsche 911 Turbo Coupe,119990,2017-05-07 20:07:49.367000000
10695,WP0AB2A95ES121335,2014 Porsche 911 Carrera S,124970,2017-05-07 20:12:01.227000000
10696,WP0AB29919S720341,2009 Porsche Carrera S Coupe,99385,2017-05-07 21:09:19.723000000
10697,WP0AD2A94AS766353,2010 Porsche 911 Turbo Coupe,169200,2017-05-07 21:27:58.353000000
10698,WP1AB2A22CLA45937,2012 Porsche Cayenne S E2 I,80570,2017-05-07 21:36:15.720000000
10699,WP1AA2A22DLA00453,2013 Porsche Cayenne Tip E2 I,60495,2017-05-07 21:36:58.880000000
10700,WP1AC2A20BLA81301,2011 Porsche Cayenne Turbo E2,125205,2017-05-07 21:47:33.450000000
10701,WP0AC299X7S792343,2007 Porsche 911 GT3,113555,2017-05-07 21:55:27.060000000
10702,WP0AD2A96BS766324,2011 Porsche 911 Turbo S,165800,2017-05-07 22:32:06.230000000
10703,WP0AD29927S785562,2007 Porsche 911 Turbo Coupe,129740,2017-05-07 22:46:35.447000000
10704,WP0AD29957S784485,2007 Porsche 911 Turbo Coupe,136170,2017-05-07 22:48:38.770000000
10705,WP0AD29917S783530,2007 Porsche 911 Turbo Coupe,139610,2017-05-07 22:49:54.520000000
10706,WP0CA2A82DS114313,2013 Porsche Boxster,58180,2017-05-07 23:38:59.720000000
10707,WP0CA2A8XDS113331,2013 Porsche Boxster,58400,2017-05-08 00:00:48.760000000
10708,WP1AC2A26ELA87284,2014 Porsche Cayenne Turbo S,157535,2017-05-08 00:21:38.727000000
10709,WP1AC2A25ELA85803,2014 Porsche Cayenne Turbo S,182745,2017-05-08 00:24:07.447000000
10710,WP1AC2A27CLA81412,2012 Porsche Cayenne Turbo,125755,2017-05-08 00:35:14.357000000
10711,WP0AB2A90DS120608,2013 Porsche The new 911 Carrera S,109555,2017-05-08 01:13:57.087000000
10712,WP1AD2A23DLA74262,2013 Porsche Cayenne GTS,103910,2017-05-08 01:22:13.327000000
10713,WP0AB2A98ES122415,2014 Porsche 911 Carrera 4S,121690,2017-05-08 01:25:38.447000000
10714,WP1AC2A22DLA90584,2013 Porsche Cayenne Turbo,117030,2017-05-08 01:26:09.810000000
10715,WP1AC2A23ELA80101,2014 Porsche Cayenne Turbo,125105,2017-05-08 01:26:45.220000000
10716,WP0CA2A9XDS141249,2013 Porsche 911 Carrera Cabriolet,119120,2017-05-08 01:45:04.037000000
10717,WP0AC2A86GK197346,2016 Porsche Cayman GT4,91370,2017-05-08 02:11:37.827000000
10718,WP0AB2A95BS720148,2011 Porsche Carrera S Coupe,122115,2017-05-08 03:41:04.247000000
10719,WP0AB2A81FK181704,2015 Porsche Cayman S,81450,2017-05-08 06:35:28.560000000
10720,WP0AB2A87FK182808,2015 Porsche Cayman S,74995,2017-05-08 06:38:11.790000000
10721,WP0AB2A84EK191609,2014 Porsche Cayman S,78790,2017-05-08 06:39:53.717000000
10722,WP0AB2A89FK183944,2015 Porsche Cayman S,77655,2017-05-08 06:41:29.627000000
10723,WP0AB2A88EK193539,2014 Porsche Cayman S,73820,2017-05-08 06:43:51.910000000
10724,WP0AB2A86EK191014,2014 Porsche Cayman S,79100,2017-05-08 06:50:08.800000000
10725,WP0AB2A85FK184864,2015 Porsche Cayman S,88810,2017-05-08 06:52:34.120000000
10726,WP0AB2A86EK193877,2014 Porsche Cayman S,69525,2017-05-08 06:56:34.287000000
10727,WP0AB2A83EK191908,2014 Porsche Cayman S,80270,2017-05-08 06:57:27.807000000
10728,WP0AB2A85EK192333,2014 Porsche Cayman S,71165,2017-05-08 06:59:35.653000000
10729,WP0AB2A80EK191817,2014 Porsche Cayman S,70725,2017-05-08 07:01:01.067000000
10730,WP0AB2A8XEK192117,2014 Porsche Cayman S,91540,2017-05-08 07:02:01.503000000
10731,WP0AB2A81EK192832,2014 Porsche Cayman S,84065,2017-05-08 07:03:50.930000000
10732,WP0AB2A85FK183276,2015 Porsche Cayman GTS,90755,2017-05-08 07:11:05.680000000
10733,WP0AB2A85FK180099,2015 Porsche Cayman GTS,95265,2017-05-08 07:13:16.253000000
10734,WP1AD2A27ELA76453,2014 Porsche Cayenne GTS,102445,2017-05-08 10:00:07.457000000
10735,WP0CB2A8XAU730256,2010 Porsche Boxster S,86185,2017-05-08 13:53:40.550000000
10736,WP0CB2A88HS240517,2017 Porsche 718 Boxster S,86450,2017-05-08 14:40:31.347000000
10737,WP0CA299X9S740230,2009 Porsche Carrera Cabriolet,96105,2017-05-08 15:04:01.690000000
10738,WP0AB29978S732007,2008 Porsche Carrera 4S Coupe,102525,2017-05-08 15:25:29.157000000
10739,WP0AB29856U784213,2006 Porsche Cayman S,62435,2017-05-08 15:29:03.733000000
10740,WP0AB29876U785430,2006 Porsche Cayman S,62615,2017-05-08 15:35:07.043000000
10741,WP0AB29995S685168,2005 Porsche 911 Turbo S Coupe,148320,2017-05-08 15:52:46.240000000
10742,WP1AA29P98LA16560,2008 Porsche Cayenne Tiptronic,53355,2017-05-08 16:14:36.483000000
10743,WP1AB29P59LA44113,2009 Porsche Cayenne S,77925,2017-05-08 16:16:45.367000000
10744,WP1AE2A2XCLA90616,2012 Porsche Cayenne S Hybrid,93885,2017-05-08 16:33:35.803000000
10745,WP0BB29997S755212,2007 Porsche Targa 4S,118820,2017-05-08 17:33:27.907000000
10746,WP0CB2A82FS140538,2015 Porsche Boxster S,76610,2017-05-08 18:26:34.613000000
10747,WP0CA29891U624937,2001 Porsche Boxster,48682,2017-05-08 18:28:17.037000000
10748,WP1AD2A2XELA76480,2014 Porsche Cayenne GTS,102340,2017-05-08 18:51:19.710000000
10749,WP0AB29919S720808,2009 Porsche Carrera S Coupe,103755,2017-05-08 20:22:11.920000000
10750,WP0AF2A75FL080705,2015 Porsche Panamera GTS,134065,2017-05-08 20:24:42.063000000
10751,WP1AD2A20DLA78866,2013 Porsche Cayenne GTS,106565,2017-05-08 20:54:02.313000000
10752,WP0CA2A88DK112100,2013 Porsche Boxster,54975,2017-05-08 21:33:54.260000000
10753,WP0CA2A81FS110160,2015 Porsche Boxster,55695,2017-05-08 21:36:14.797000000
10754,WP0CA2A85HS221300,2017 Porsche 718 Boxster,60930,2017-05-08 22:48:31.843000000
10755,WP0CB299X9S754240,2009 Porsche Carrera S Cabriolet,108515,2017-05-08 23:10:29.223000000
10756,WP1AF2A58GLB91747,2016 Porsche Macan Turbo,89685,2017-05-08 23:15:01.507000000
10757,WP0CA2A89BS710533,2011 Porsche Boxster,52985,2017-05-08 23:21:37.960000000
10758,WP0CA29825S710821,2005 Porsche Boxster,48740,2017-05-09 01:29:12.500000000
10759,WP0CA2A87AS710514,2010 Porsche Boxster,61635,2017-05-09 01:30:44.143000000
10760,WP1AD2A2XDLA71648,2013 Porsche Cayenne GTS,100860,2017-05-09 01:39:11.927000000
10761,WP0AB29926S742750,2006 Porsche Carrera 4S Coupe,103575,2017-05-09 01:52:01.630000000
10762,WP0CA29914S650540,2004 Porsche 911 Carrera 4 Cabriolet,94315,2017-05-09 02:06:22.210000000
10763,WP0AB298X6U785888,2006 Porsche Cayman S,62545,2017-05-09 02:12:15.377000000
10764,WP0CA299X4S653260,2004 Porsche Carrera Cabriolet,83300,2017-05-09 02:14:07.883000000
10765,WP0AA2A78CL017401,2012 Porsche Panamera,80480,2017-05-09 02:33:37.400000000
10766,WP0AB29887U783168,2007 Porsche Cayman S,63860,2017-05-09 03:41:34.053000000
10767,WP0AB29987S731317,2007 Porsche Carrera S Coupe,90285,2017-05-09 04:41:39.980000000
10768,WP0AA29976S716406,2006 Porsche Carrera Coupe,96325,2017-05-09 12:02:04.870000000
10769,WP1AD2A22DLA75967,2013 Porsche Cayenne GTS,102080,2017-05-09 12:21:10.200000000
10770,WP0AC2A79EL073344,2014 Porsche Panamera Turbo,177430,2017-05-09 13:05:04.090000000
10771,WP1AD2A27ELA76162,2014 Porsche Cayenne GTS,105015,2017-05-09 13:40:39.387000000
10772,WP0AB2A96ES120243,2014 Porsche 911 Carrera 4S,127000,2017-05-09 13:43:17.497000000
10773,WP1AD2A20ELA72387,2014 Porsche Cayenne GTS,107995,2017-05-09 13:55:20.560000000
10774,WP0AB29942S687258,2002 Porsche 911 Turbo Coupe,118565,2017-05-09 14:19:38.823000000
10775,WP0CB2A85HS241205,2017 Porsche 718 Boxster S,90895,2017-05-09 14:56:49.467000000
10776,WP1AE2A24FLA52206,2015 Porsche Cayenne S E-Hybrid,83295,2017-05-09 16:08:57.700000000
10777,WP0CC2A86GS152495,2016 Porsche Boxster Spyder,104310,2017-05-09 16:18:52.590000000
10778,WP0AB29901S687708,2001 Porsche 911 Turbo Coupe,118390,2017-05-09 17:13:56.147000000
10779,WP0AB2A99DS122602,2013 Porsche 911 Carrera S,111720,2017-05-09 17:26:41.650000000
10780,WP0AB29989S720935,2009 Porsche Carrera S Coupe,98455,2017-05-09 17:41:31.980000000
10781,WP0AA29945S716734,2005 Porsche Carrera Coupe,81695,2017-05-09 18:02:20.640000000
10782,WP0CB29929S754409,2009 Porsche Carrera C4S Cabriolet,121980,2017-05-09 18:14:36.330000000
10783,WP0AB29826U783682,2006 Porsche Cayman S,69935,2017-05-09 18:33:17.097000000
10784,WP0AB29897U782482,2007 Porsche Cayman S,73675,2017-05-09 18:57:06.503000000
10785,WP0AB2A84CS793231,2012 Porsche Cayman R,78515,2017-05-09 19:23:45.130000000
10786,WP0AB2A92GS122686,2016 Porsche 911 Carrera 4S,135960,2017-05-09 21:17:30.960000000
10787,WP0CA2A82CS710245,2012 Porsche Boxster,55575,2017-05-09 23:34:19.853000000
10788,WP0AA29888U761949,2008 Porsche Cayman,54725,2017-05-10 01:03:06.230000000
10789,WP0CB29986S769587,2006 Porsche Carrera C4S Cabriolet,100980,2017-05-10 01:05:41.370000000
10790,WP0CA2A88DS114042,2013 Porsche Boxster,67695,2017-05-10 01:07:23.540000000
10791,WP0AB29951S686313,2001 Porsche 911 Turbo Coupe,119775,2017-05-10 01:37:16.380000000
10792,WP1AC2A27BLA86933,2011 Porsche Cayenne Turbo E2,126630,2017-05-10 04:29:11.413000000
10793,WP0CB29966S769877,2006 Porsche Carrera C4S Cabriolet,115275,2017-05-10 05:00:27.503000000
10794,WP0AB2A96HS124619,2017 Porsche 911 Carrera 4S,130590,2017-05-10 05:01:16.020000000
10795,WP1AA2A27GLA10822,2016 Porsche Cayenne,66340,2017-05-10 09:36:20.240000000
10796,WP0AB2A97HS124774,2017 Porsche 911 Carrera GTS,125255,2017-05-10 10:50:14.747000000
10797,WP0CA29898U711506,2008 Porsche Boxster,49870,2017-05-10 13:17:00.463000000
10798,WP0AD29997S786787,2007 Porsche 911 Turbo Coupe,129840,2017-05-10 13:39:52.170000000
10799,WP0AD2A95FS166559,2015 Porsche 911 Turbo,158105,2017-05-10 14:08:13.723000000
10800,WP0CB29947S775470,2007 Porsche Carrera S Cabriolet,101390,2017-05-10 14:14:59.003000000
10801,WP0AB29896U784330,2006 Porsche Cayman S,66115,2017-05-10 14:29:46.193000000
10802,WP0AB2A8XEK190853,2014 Porsche Cayman S,74135,2017-05-10 15:34:02.430000000
10803,WP1AD2A27ELA72337,2014 Porsche Cayenne GTS,101265,2017-05-10 15:47:35.273000000
10804,WP1AC29P88LA80857,2008 Porsche Cayenne Turbo,151130,2017-05-10 15:49:09.913000000
10805,WP0AB29973S685134,2003 Porsche 911 Turbo Coupe,124465,2017-05-10 19:16:42.437000000
10806,WP0AA29932S621612,2002 Porsche Carrera 4S Coupe,83420,2017-05-10 20:48:18.490000000
10807,WP0AB29976S740444,2006 Porsche Carrera S Coupe,88015,2017-05-10 21:17:19.440000000
10808,WP0AA29962S623810,2002 Porsche Carrera 4S Coupe,86455,2017-05-10 21:19:13.770000000
10809,WP0AA2A96AS706101,2010 Porsche Carrera Coupe,90155,2017-05-10 21:37:24.857000000
10810,WP0AB2A91ES121994,2014 Porsche 911 Carrera S,121240,2017-05-10 23:56:24.720000000
10811,WP0AA2A95ES107812,2014 Porsche 911 Carrera,102840,2017-05-10 23:57:05.020000000
10812,WP0AB2A96HS124233,2017 Porsche 911 Carrera S,132045,2017-05-11 02:10:05.433000000
10813,WP0AB2A93ES122371,2014 Porsche 911 Carrera 4S,130510,2017-05-11 02:42:51.123000000
10814,WP0AB29966S740113,2006 Porsche Carrera S Coupe,96095,2017-05-11 03:04:04.590000000
10815,WP0CA2A96ES140925,2014 Porsche 911 Carrera Cabriolet,111250,2017-05-11 05:48:22.150000000
10816,WP0AD29918S784209,2008 Porsche 911 Turbo Coupe,155475,2017-05-11 05:51:46.010000000
10817,WP0AA2A77CL072549,2012 Porsche Panamera,90390,2017-05-11 10:02:45.050000000
10818,WP1AB2A51FLB44683,2015 Porsche Macan S,62915,2017-05-11 10:25:50.300000000
10819,WP0CA2A88DS114137,2013 Porsche Boxster,57815,2017-05-11 10:30:03.630000000
10820,WP0CA2A88ES121462,2014 Porsche Boxster,63335,2017-05-11 10:36:36.647000000
10821,WP1AA2A50HLB08408,2017 Porsche Macan,48550,2017-05-11 10:39:47.537000000
10822,WP0CA2A80CS710390,2012 Porsche Boxster,53320,2017-05-11 10:49:36.693000000
10823,WP0CA2A95AS740085,2010 Porsche Carrera Cabriolet,97930,2017-05-11 11:33:09.740000000
10824,WP0AA2A9XHS106627,2017 Porsche 911 Carrera,108315,2017-05-11 11:47:56.897000000
10825,WP0AB2A99BS721030,2011 Porsche Carrera S Coupe,103370,2017-05-11 12:29:24.443000000
10826,WP1AG2A58HLB50758,2017 Porsche Macan GTS,85735,2017-05-11 12:49:39.070000000
10827,WP0AB29943S686273,2003 Porsche 911 Turbo Coupe,145630,2017-05-11 14:08:04.657000000
10828,WP0AA2A82GK171784,2016 Porsche Cayman,67500,2017-05-11 18:00:26.760000000
10829,WP0CA29888U710816,2008 Porsche Boxster,54215,2017-05-11 19:06:52.387000000
10830,WP1AC29P94LA91568,2004 Porsche Cayenne Turbo,131780,2017-05-11 19:35:01.763000000
10831,WP0CB2A9XBS754966,2011 Porsche 911 Carrera GTS Cabriolet,149325,2017-05-11 19:37:37.780000000
10832,WP0CB29996S767900,2006 Porsche Carrera C4S Cabriolet,105830,2017-05-11 19:42:47.933000000
10833,WP0AC2A84GK191884,2016 Porsche Cayman GT4,96385,2017-05-11 20:10:56.420000000
10834,WP0CB29978S775335,2008 Porsche Carrera C4S Cabriolet,135835,2017-05-11 20:14:34.247000000
10835,WP0AA29913S622985,2003 Porsche 911 Carrera Coupe,111450,2017-05-11 20:23:46.873000000
10836,WP0CD29969S773684,2009 Porsche 911 Turbo Cabriolet,173075,2017-05-11 20:25:52.013000000
10837,WP1AA2A2XCLA07228,2012 Porsche Cayenne Tip E2 I,69485,2017-05-11 20:28:07.437000000
10838,WP1AC2A26ELA80108,2014 Porsche Cayenne Turbo,148860,2017-05-11 21:50:40.560000000
10839,WP0CB29967S775437,2007 Porsche Carrera S Cabriolet,102385,2017-05-11 22:02:13.030000000
10840,WP0AA29868U761559,2008 Porsche Cayman,55935,2017-05-11 22:59:37.707000000
10841,WP0AB29922S686903,2002 Porsche 911 Turbo Coupe,144435,2017-05-11 23:32:02.173000000
10842,WP0AA2A96DS107588,2013 Porsche 911 Carrera,101550,2017-05-12 00:12:23.520000000
10843,WP0AB2A9XDS123192,2013 Porsche 911 Carrera S,120510,2017-05-12 00:12:49.990000000
10844,WP0CB2A92DS156468,2013 Porsche 911 Carrera S Cabriolet,123970,2017-05-12 00:16:59.283000000
10845,WP0CB2A92DS156759,2013 Porsche 911 Carrera S Cabriolet (991),129940,2017-05-12 00:18:23.083000000
10846,WP0AB29949S720074,2009 Porsche Carrera S Coupe,106140,2017-05-12 00:21:20.340000000
10847,WP0AD2A90HS167475,2017 Porsche 911 Turbo S,228900,2017-05-12 01:36:36.647000000
10848,WP1AF2A25DLA29351,2013 Porsche Cayenne Diesel,67555,2017-05-12 04:15:52.947000000
10849,WP0AA2A85BU760616,2011 Porsche Cayman,63345,2017-05-12 04:19:20.573000000
10850,WP0CB2A94ES155419,2014 Porsche 911 Carrera 4S Cabriolet,132480,2017-05-12 10:22:39.707000000
10851,WP0AA29979S706771,2009 Porsche Carrera Coupe,85025,2017-05-12 13:00:11.777000000
10852,WP0CD2A92FS178001,2015 Porsche 911 Turbo S Cabriolet,202940,2017-05-12 14:22:32.740000000
10853,WP0AB29998S732302,2008 Porsche Carrera S Coupe,88670,2017-05-12 19:03:36.433000000
10854,WP0AA2A90DS106923,2013 Porsche 911 Carrera,93930,2017-05-12 21:35:23.220000000
10855,WP0AB29935S741038,2005 Porsche Carrera S Coupe,87930,2017-05-12 21:46:56.860000000
